osm_idx,grid_key,amap_name,amap_address,amap_type,poi_lng,poi_lat,polygon_area_m2
2559,('116.200', '39.850'),北京市峰志达建筑设备租赁有限责任公司职工宿舍,卢沟桥乡张仪村西路(经仪公园西北侧),商务住宅;住宅区;宿舍,116.21675,39.87146,21338
446,('116.200', '40.200'),建明里-北区,西关路与西环路交叉口西160米,商务住宅;住宅区;住宅小区,116.21905,40.22225,84272
516,('116.250', '40.200'),国通家园一区,昌崔路果岭小镇国通家园,商务住宅;住宅区;别墅,116.26090,40.22276,53898
515,('116.250', '40.200'),国通家园,昌崔路201号,商务住宅;住宅区;住宅小区,116.26042,40.22425,59803
807,('116.250', '40.200'),金隅·澜湾北区,介山北小街与龙水路交叉口东南120米,商务住宅;住宅区;住宅小区,116.25655,40.20993,54309
2123,('116.250', '39.850'),丰台路口七十二号院,卢沟桥,商务住宅;住宅区;住宅小区,116.27083,39.86993,59575
2415,('116.250', '39.850'),梅市口路甲10号院,西四环岳各庄梅市口10号院,商务住宅;住宅区;住宅小区,116.26623,39.87659,61695
2122,('116.250', '39.850'),丰台区大井中街九号院,大井中街与大井东街交叉口西60米,商务住宅;住宅区;住宅小区,116.26984,39.86913,44114
2124,('116.250', '39.850'),金璟阳光苑南区,[],商务住宅;住宅区;住宅小区,116.27514,39.86754,88764
3513,('116.250', '39.850'),卢街宿舍,卢沟桥路与大井东街交叉口西北140米,商务住宅;住宅区;宿舍,116.26642,39.87016,260929
2121,('116.250', '39.850'),大井北里小区,丰台体育场(大井地铁站A西北口步行380米),商务住宅;住宅区;住宅小区,116.26673,39.86732,168111
2900,('116.150', '39.950'),宝地福居,潭峪路10号院,商务住宅;住宅区;住宅小区,116.15582,39.97176,56609
2062,('116.100', '39.750'),鑫苑家园,青龙湖镇大苑村,商务住宅;住宅区;住宅小区,116.10903,39.76676,34170
2063,('116.100', '39.750'),北斗山庄上岸寄宿区3区,詹庄路与良坨路交叉口东北200米,商务住宅;住宅区;宿舍,116.11310,39.75515,38097
4790,('116.050', '39.750'),青龙湖路9号院,青龙湖路青秀街6号院(原青龙湖社区)西北侧约110米,商务住宅;住宅区;住宅小区,116.07336,39.77256,50117
1084,('116.050', '39.750'),锦湖逸居家园,青龙湖镇青秀街1号院,商务住宅;住宅区;住宅小区,116.06884,39.77272,83771
1083,('116.050', '39.750'),盛林路6号院,南大街与阎吕路交叉口西南360米,商务住宅;住宅区;住宅小区,116.07377,39.76819,103455
4791,('116.050', '39.750'),锦湖逸居家园3区,盛林路6号院,商务住宅;住宅区;住宅小区,116.07311,39.76818,24994
2039,('116.050', '39.750'),中南建设集团有限公司北京分公司良坨路项目宿舍,建原路4号楼,商务住宅;住宅区;宿舍,116.06174,39.75745,160716
2229,('116.200', '39.800'),东山坡二里,长辛店镇G4京港澳高速西150米,商务住宅;住宅区;住宅小区,116.20565,39.82327,1223606
1386,('116.200', '39.800'),大宁村313号,[],商务住宅;住宅区;住宅小区,116.21917,39.80998,229118
2228,('116.200', '39.800'),北京十中教师楼,长辛店南关东里2号,商务住宅;住宅区;宿舍,116.20152,39.81500,66695
2615,('116.000', '39.950'),观山雅舍,东韭路1号,商务住宅;住宅区;住宅小区,116.01659,39.96358,5529
2617,('116.000', '39.950'),观山雅舍,东韭路1号,商务住宅;住宅区;住宅小区,116.01659,39.96358,128765
4476,('116.050', '39.650'),于庄5区,大于路与大窦路交叉口东300米,商务住宅;住宅区;住宅小区,116.06718,39.67389,395602
1778,('116.050', '39.650'),京皖国际装饰,大窦路与南大路交叉口东北80米,商务住宅;住宅区;住宅小区,116.06312,39.66169,629404
1501,('116.050', '39.650'),万科幸福汇,窦店镇窦店镇政府北200米,商务住宅;住宅区;住宅小区,116.05983,39.65331,113224
1499,('116.050', '39.650'),田园新村二区,田园路与房窑路交叉口东440米,商务住宅;住宅区;住宅区,116.05644,39.65529,72860
1500,('116.050', '39.650'),田家园新村小区南三区,田园路与房窑路交叉口东440米,商务住宅;住宅区;住宅小区,116.05617,39.65263,42775
2888,('116.100', '39.950'),梁府173号,菜家府山上173号,商务住宅;住宅区;住宅小区,116.10661,39.96530,111288
2887,('116.100', '39.950'),三家店东坟新村,油研所路与石门南路交叉口北380米,商务住宅;住宅区;住宅小区,116.11031,39.96168,88169
2889,('116.100', '39.950'),三家店北街54号院,[],商务住宅;住宅区;住宅小区,116.10121,39.96764,480447
1254,('116.100', '39.950'),兴合家园,三家店粮库西路2号,商务住宅;住宅区;住宅小区,116.10770,39.95814,56635
2890,('116.100', '39.950'),东老店楼,三温路与菜家府路交叉口南460米,商务住宅;住宅区;住宅小区,116.10511,39.95653,39739
2891,('116.100', '39.950'),新景家园,新建路甲20号,商务住宅;住宅区;住宅小区,116.10991,39.95233,88808
2892,('116.100', '39.950'),新景家园,新建路甲20号,商务住宅;住宅区;住宅小区,116.10991,39.95233,21284
3055,('115.950', '39.700'),燕房路社区,迎风北庄南二区特1号,商务住宅;住宅区;社区中心,115.96604,39.72175,12924
248,('116.100', '40.050'),安河家园一里,杏林街与通善路交叉口西100米,商务住宅;住宅区;住宅小区,116.12071,40.07320,12749
249,('116.100', '40.050'),安河家园一里,杏林街与通善路交叉口西100米,商务住宅;住宅区;住宅小区,116.12071,40.07320,30609
250,('116.100', '40.050'),安岚佳苑社区,通和路与杏林街交叉口南80米,商务住宅;住宅区;住宅小区,116.11950,40.07212,43881
252,('116.100', '40.050'),安河家园五里,正林街与通善路交叉口西北80米,商务住宅;住宅区;住宅区,116.12072,40.06955,20273
251,('116.100', '40.050'),安河家园四里,正林街与通和路交叉口西北160米,商务住宅;住宅区;住宅小区,116.11871,40.06984,58470
4623,('116.450', '39.550'),汇贤家园三里17号院,英贤路与内官庄街交叉口东320米,商务住宅;住宅区;住宅小区,116.47312,39.57138,49131
4619,('116.450', '39.550'),汇贤家园一里9号院,内官庄街与英贤路交叉口东北180米,商务住宅;住宅区;住宅小区,116.47043,39.57337,48096
4622,('116.450', '39.550'),汇贤家园二里16号院,内官庄街与英贤路交叉口东南160米,商务住宅;住宅区;住宅小区,116.47080,39.57110,46888
4620,('116.450', '39.550'),汇贤家园一里7号院,礼贤镇英贤路,商务住宅;住宅区;住宅区,116.46832,39.57266,50735
4621,('116.450', '39.550'),汇贤家园二里15号院,内官庄街与英贤路交叉口西南160米,商务住宅;住宅区;住宅小区,116.46853,39.57076,43222
4618,('116.450', '39.550'),敬贤家园北里E区,英贤路与内官庄街交叉口西360米,商务住宅;住宅区;住宅小区,116.46534,39.57290,64217
2597,('116.450', '39.550'),敬贤家园北里D区,知礼街与英贤路交叉口东北180米,商务住宅;住宅区;住宅小区,116.46237,39.57276,56167
4624,('116.450', '39.550'),敬贤家园北里B区,祥礼街与英贤路交叉口东南140米,商务住宅;住宅区;住宅小区,116.45940,39.57061,41883
4631,('116.450', '39.550'),敬贤家园南里F区,新达街与贺贤路交叉口北300米,商务住宅;住宅区;住宅小区,116.46655,39.56369,32844
4625,('116.450', '39.550'),敬贤家园中里D区,礼贤镇,商务住宅;住宅区;住宅小区,116.45957,39.56847,50784
4627,('116.450', '39.550'),敬贤家园南里E区,青礼路2号,商务住宅;住宅区;住宅小区,116.46492,39.56411,42285
4626,('116.450', '39.550'),敬贤家园中里,聚贤路与知礼街交叉口西100米,商务住宅;住宅区;住宅小区,116.45971,39.56690,48395
4629,('116.450', '39.550'),敬贤家园南里,文礼街与贺贤路交叉口北240米,商务住宅;住宅区;住宅小区,116.46443,39.56288,28916
2596,('116.450', '39.550'),敬贤家园北里A区,祥礼街与广贤路交叉口西北140米,商务住宅;住宅区;住宅小区,116.45716,39.57049,40248
4630,('116.450', '39.550'),敬贤家园南里C区,新达街与贺贤路交叉口东北120米,商务住宅;住宅区;住宅小区,116.46684,39.56184,23578
4628,('116.450', '39.550'),敬贤家园南里A区,礼贤镇文礼路与贺贤路交叉口北50米路西,商务住宅;住宅区;住宅小区,116.46249,39.56165,54761
640,('116.400', '40.150'),葫芦河村203号,顺沙路70号,商务住宅;住宅区;住宅小区,116.41168,40.17385,173499
2139,('116.100', '40.000'),温馨家园,孟悟路与杨东路交叉口北300米,商务住宅;住宅区;住宅小区,116.11993,40.01061,189902
4012,('115.950', '40.450'),北关小区,延庆镇北关村,商务住宅;住宅区;住宅小区,115.96177,40.46376,171652
4010,('115.950', '40.450'),王庄职工公寓,[],商务住宅;住宅区;住宅小区,115.95171,40.46964,21591
3359,('116.100', '40.500'),吴坊营,延琉路西北30米,商务住宅;住宅区;住宅小区,116.10665,40.51223,533686
4265,('116.100', '40.500'),归乡·龙源里,上磨村团山路,商务住宅;住宅区;住宅小区,116.10198,40.51426,32069
580,('116.200', '40.100'),永泰庄村47号后院,永泰庄47号后院,商务住宅;住宅区;住宅小区,116.21460,40.11878,120393
582,('116.200', '40.100'),东小营甲1号小区,上庄乡,商务住宅;住宅区;住宅小区,116.20118,40.12110,215358
2823,('116.200', '40.100'),李家坟28号院,南沙河东路与上庄东路交叉口西北280米,商务住宅;住宅区;住宅小区,116.22481,40.10269,75897
552,('116.100', '40.250'),九号院,G6辅路与南口村北路交叉口北200米,商务住宅;住宅区;住宅小区,116.11873,40.25365,337634
1704,('116.950', '40.400'),雷克艾森别墅,羊娄路与密古路交叉口西北300米,商务住宅;住宅区;别墅,116.96240,40.41042,214018
3888,('116.050', '40.450'),南老君堂1区,乡里乡居孟舍小院东侧240米,商务住宅;住宅区;住宅小区,116.07542,40.47357,370331
1203,('116.050', '39.600'),铸铁管大院,立西路北侧,商务住宅;住宅区;住宅小区,116.05551,39.62337,140405
264,('115.950', '39.800'),文化活动中心,兴阳线与京昆路交叉口西240米,商务住宅;住宅区;社区中心,115.95165,39.82410,177011
261,('115.950', '39.800'),鸿福吉祥居,房东路与京昆路交叉口南440米,商务住宅;住宅区;住宅小区,115.95318,39.81748,284703
266,('115.950', '39.800'),军工路家属区,石花洞路与半壁店村路交叉口东北240米,商务住宅;住宅区;住宅小区,115.96587,39.80601,388153
3926,('115.900', '40.400'),妫水人家,小大路13号,商务住宅;住宅区;住宅小区,115.92667,40.41937,125491
3927,('115.900', '40.400'),聚福居庭院,小丰营后街23号,商务住宅;住宅区;住宅小区,115.91614,40.42330,538678
1410,('116.850', '40.200'),6号院,[],商务住宅;住宅区;住宅小区,116.85551,40.22743,802094
3480,('116.750', '40.150'),移民小区,李木路与黄望路交叉口北120米,商务住宅;住宅区;住宅小区,116.76081,40.17450,481549
3483,('116.750', '40.150'),乡村自建房,李魏路与洼东路交叉口南80米,商务住宅;住宅区;住宅小区,116.75036,40.16278,501672
1627,('116.600', '39.650'),北山东村健身小广场,采辛路与采万路交叉口西220米,商务住宅;住宅区;社区中心,116.61220,39.65338,200156
429,('117.050', '40.500'),白龙潭新村C区,久黄路与白龙潭桥交叉口西北380米,商务住宅;住宅区;住宅小区,117.05518,40.50204,39769
2444,('116.000', '39.700'),集装箱大院,大件路与羊头岗村东街交叉口东北40米,商务住宅;住宅区;住宅小区,116.00927,39.72263,628018
3045,('116.000', '39.700'),化四小区,京周路与顾八路交叉口东340米,商务住宅;住宅区;住宅小区,116.01283,39.70396,33010
2540,('116.350', '39.800'),槐房东里41号院,槐房路与槐房南路交叉口南180米,商务住宅;住宅区;住宅小区,116.37064,39.81255,19945
2541,('116.350', '39.800'),南苑街道槐房社区,槐房南里300号(新宫地铁站E口步行460米),商务住宅;住宅区;社区中心,116.36718,39.81118,4746
2190,('116.650', '39.650'),南辛店二村文化活动室,辛店路与西东路交叉口西北280米,商务住宅;住宅区;社区中心,116.66220,39.66112,494749
2641,('116.650', '39.650'),彩钢封院,大东路与采林路交叉口西北80米,商务住宅;住宅区;住宅小区,116.66609,39.65695,204932
1212,('116.100', '39.600'),西南召村1区,紫码路,商务住宅;住宅区;住宅小区,116.10870,39.61146,820078
4040,('116.050', '40.500'),马匹营,双龙南路与西马路交叉口东280米,商务住宅;住宅区;住宅小区,116.07392,40.50521,121732
3895,('116.050', '40.500'),后吕庄2区,一棵树民宿西北侧190米,商务住宅;住宅区;住宅小区,116.05690,40.50442,150303
843,('116.200', '40.150'),楼自庄村574号,马池口镇满白路78号,商务住宅;住宅区;住宅小区,116.21662,40.16105,742210
805,('116.300', '39.550'),一方院,西荣街与西孔路交叉口南100米,商务住宅;住宅区;住宅区,116.31215,39.56373,260433
3506,('116.200', '40.250'),北京圣世恒业职工公寓,十三陵镇胡庄村,商务住宅;住宅区;宿舍,116.22639,40.27265,77219
1797,('115.950', '39.950'),王平新村,[],商务住宅;住宅区;住宅小区,115.97100,39.96643,47575
2099,('116.450', '39.700'),安然居,北店村后街9号,商务住宅;住宅区;住宅小区,116.47458,39.72424,208406
2098,('116.450', '39.700'),北街3号,京福路926号,商务住宅;住宅区;住宅小区,116.46861,39.72315,605838
1598,('116.450', '39.700'),北京梦林家园,青云店镇孙垡路7号院,商务住宅;住宅区;住宅小区,116.47109,39.70821,398079
1362,('116.450', '39.700'),吉利公寓,小铺头后街与高野路交叉口西220米,商务住宅;住宅区;住宅区,116.45347,39.71718,209489
2096,('116.450', '39.700'),枣林壹号院,高野路80号,商务住宅;住宅区;住宅小区,116.45584,39.70872,304980
1653,('116.100', '40.100'),五洲康泰35号院,梁家园路与北安河路交叉口东180米,商务住宅;住宅区;住宅小区,116.11315,40.11088,391438
2756,('116.100', '40.100'),青松公寓,聂各庄路与凤凰岭路交叉口东南40米,住宿服务;旅馆招待所;旅馆招待所|商务住宅;住宅区;住宅小区,116.11144,40.10553,167335
1654,('116.100', '40.100'),大唐公寓,苏家坨镇聂各庄,商务住宅;住宅区;住宅小区,116.11280,40.10101,64084
1506,('115.950', '39.600'),鸿福家园,房山区东营村一区 83 号,商务住宅;住宅区;住宅小区,115.96043,39.61766,708759
1521,('115.950', '39.600'),芦苇小区,岳琉路与北头街交叉口东南100米,商务住宅;住宅区;住宅小区,115.95135,39.60144,996577
1565,('115.800', '39.550'),富民东区,石水路与岩上路交叉口南280米,商务住宅;住宅区;住宅小区,115.81175,39.56379,838434
1556,('115.800', '39.550'),美丽庭院示范户,金塔街67号,商务住宅;住宅区;住宅小区,115.80360,39.57148,400901
3936,('116.000', '40.450'),临河村1区,北京天时利发综合商店东北侧170米,商务住宅;住宅区;住宅小区,116.02273,40.46761,223585
3937,('116.000', '40.450'),王泉营小区,[],商务住宅;住宅区;住宅小区,116.01042,40.46622,310661
3912,('115.950', '40.500'),中羊坊2区,北京白菜居别墅西北侧80米,商务住宅;住宅区;住宅小区,115.96834,40.51433,456230
2702,('116.400', '40.200'),一东国际烫染会所,兴寿镇,商务住宅;住宅区;住宅小区|生活服务;美容美发店;美容美发店|购物服务;购物相关场所;购物相关场所,116.40872,40.22225,498779
1044,('116.250', '39.650'),巴园子村西巷西四条1-2号,北臧村镇巴园子村西巷西四条1-2号,商务住宅;住宅区;住宅小区,116.26208,39.65795,120346
1031,('116.250', '39.650'),瑞宁居,皮各庄中路32号,商务住宅;住宅区;住宅小区,116.27205,39.65494,841818
1032,('116.250', '39.650'),务本庄家园,皮各庄中路32号,商务住宅;住宅区;住宅小区,116.26406,39.65408,46951
3956,('116.150', '40.550'),香营村1区,[],商务住宅;住宅区;住宅小区,116.15162,40.57044,606536
4778,('116.550', '40.100'),环岛13号院,京密路与京沈路交叉口东南180米,商务住宅;住宅区;住宅小区,116.56240,40.11356,71015
2750,('116.150', '40.150'),凯哥胡同·鑫号院,阳坊镇史家桥村,商务住宅;住宅区;住宅小区,116.15958,40.15455,17155
752,('116.600', '40.250'),高各庄火车站大院,富密路与仓储中路交叉口西北500米,商务住宅;住宅区;住宅小区,116.61669,40.26679,250726
2119,('116.100', '39.650'),窦店镇亚新社区服务站,窦庄路与紫码路交叉口东150米,商务住宅;住宅区;社区中心,116.10276,39.67331,31814
2128,('116.050', '39.700'),小董村西里一号,大件路与吴庄村南后街交叉口东南220米,商务住宅;住宅区;住宅小区,116.05864,39.72052,274629
2127,('116.050', '39.700'),大董村一里,007县道与京周路交叉口北420米,商务住宅;住宅区;住宅小区,116.05573,39.71673,312300
2504,('115.950', '39.750'),中建一局横岭基地生活1区,横岭路与房东路交叉口西北440米,商务住宅;住宅区;住宅小区,115.96127,39.76652,88588
2506,('115.950', '39.750'),羊耳峪西区住宅小区,东万路,商务住宅;住宅区;住宅小区,115.95820,39.76088,65646
2507,('115.950', '39.750'),羊耳峪西区住宅小区,东万路,商务住宅;住宅区;住宅小区,115.95820,39.76088,88973
3056,('115.950', '39.750'),羊耳峪西区C组团,双泉路与东风一巷交叉口东200米,商务住宅;住宅区;住宅小区,115.95852,39.75886,55248
1978,('116.850', '40.450'),乐邸悠然,石墙沟村123号,商务住宅;住宅区;住宅小区,116.87425,40.46604,140419
3949,('116.150', '40.500'),宿美苑,永宁东西街与村线胡同交叉口西南160米,商务住宅;住宅区;住宅小区,116.16022,40.52322,426531
3951,('116.150', '40.500'),宿美苑,永宁东西街与村线胡同交叉口西南160米,商务住宅;住宅区;住宅小区,116.16022,40.52322,334972
3948,('116.150', '40.500'),延庆区北后街3区82号楼东100米,滨河北路永宁古城,商务住宅;住宅区;住宅小区,116.15229,40.52467,302262
1533,('115.950', '39.650'),双惠园小区,顾郑路与阎周路交叉口东北480米,商务住宅;住宅区;住宅小区,115.97430,39.66763,251532
113,('115.950', '39.650'),西山小镇东区,周口村路与京周路交叉口西南200米,商务住宅;住宅区;住宅小区,115.94998,39.67481,532925
3316,('116.650', '40.350'),祥瑞居,雁栖镇范各庄村99号,商务住宅;住宅区;住宅小区,116.66148,40.36502,399615
3448,('116.750', '40.100'),金安楼,魏辛庄三街与李魏路交叉口东340米,商务住宅;住宅区;住宅小区,116.75461,40.11714,221832
3449,('116.750', '40.100'),杨家公寓,顺平南线与沟北村二街交叉口东北260米,商务住宅;住宅区;住宅区,116.75611,40.10164,588871
1078,('116.400', '39.600'),绿茵花园别墅北区,张佟路与庞安路交叉口南260米,商务住宅;住宅区;住宅小区|商务住宅;住宅区;别墅,116.41964,39.61352,166271
2814,('116.250', '40.100'),铁路宿舍,站前路与G6辅路交叉口西380米,商务住宅;住宅区;宿舍,116.25797,40.12354,21050
1129,('116.400', '39.650'),养护大院,黄徐路与魏昌路交叉口东北20米,商务住宅;住宅区;住宅小区,116.41888,39.66466,477485
1221,('116.150', '39.650'),侯庄东区,窦公路与西侯路交叉口西100米,商务住宅;住宅区;住宅小区,116.15660,39.66705,301765
1177,('116.150', '39.650'),北柳村1区,北京盛聚玄德商贸有限公司东南侧360米,商务住宅;住宅区;住宅小区,116.16902,39.65063,174882
2377,('115.900', '39.950'),灰地社区,大台街道,商务住宅;住宅区;住宅区,115.92116,39.96063,78876
4020,('116.050', '40.400'),静心雅园休闲别墅(北西路分店),井庄镇八家村54号,商务住宅;住宅区;住宅小区,116.07422,40.42079,133030
648,('116.450', '40.150'),智汇湖玺,顺沙路与大西路交叉口西南320米,商务住宅;住宅区;住宅小区,116.46382,40.17278,130990
646,('116.450', '40.150'),大东流社区,大东流路口东南100米,商务住宅;住宅区;社区中心,116.45910,40.17476,412038
2011,('116.550', '39.650'),东华庭院,长子营镇罗庄路西五条21号,商务住宅;住宅区;住宅小区,116.56741,39.65027,405177
2966,('116.350', '40.200'),东崔村158号,东辛路2号,商务住宅;住宅区;住宅小区,116.36201,40.22360,335912
2967,('116.350', '40.200'),金石美家2号院,昌崔路与怀昌路交叉口西北120米,商务住宅;住宅区;住宅小区,116.35668,40.22008,24958
2964,('116.350', '40.200'),西崔村教师家属区,崔村镇东崔村,商务住宅;住宅区;住宅小区,116.35436,40.21972,138751
2965,('116.350', '40.200'),西崔村教师家属区,崔村镇东崔村,商务住宅;住宅区;住宅小区,116.35436,40.21972,17093
2963,('116.350', '40.200'),崔村教师楼,崔村镇西崔村,商务住宅;住宅区;住宅区,116.35049,40.21805,325251
4503,('116.500', '40.350'),福松漫居,桥梓镇峪沟村69号院福松漫居,商务住宅;住宅区;住宅小区,116.50247,40.37399,10598
1424,('116.800', '40.300'),乡墅自建房,顺密路与荆栗园路交叉口东北240米,商务住宅;住宅区;住宅小区,116.80995,40.31373,305216
3560,('117.050', '40.300'),西长峪别墅区,后西路与西长峪路交叉口东180米,商务住宅;住宅区;住宅区,117.06846,40.32323,38364
3561,('117.050', '40.300'),西长峪别墅区,后西路与西长峪路交叉口东180米,商务住宅;住宅区;住宅区,117.06846,40.32323,18642
3413,('116.800', '40.050'),钢结构别墅,兴发二街与木北路交叉口南20米,商务住宅;住宅区;住宅小区|商务住宅;住宅区;别墅,116.81975,40.06158,959800
4538,('116.800', '40.050'),华东9号,东关街与王各庄中心路交叉口西北60米,商务住宅;住宅区;住宅小区,116.80348,40.07104,366753
3419,('116.800', '40.050'),于地大院,王各庄南路与于地路交叉口西北160米,商务住宅;住宅区;住宅小区,116.80553,40.05625,178878
3752,('117.250', '40.600'),北关东大院,松曹路与马北路交叉口西南60米,商务住宅;住宅区;住宅小区,117.25829,40.62020,47449
3916,('115.950', '40.400'),簸箕营村一区,妫川路与小泥河路交叉口东北380米,商务住宅;住宅区;住宅区,115.96873,40.41384,208404
280,('116.250', '39.600'),丁村前街16号,丁村街与丁村街南二条交叉口西320米,商务住宅;住宅区;住宅小区,116.26079,39.61004,318959
354,('116.750', '40.000'),荣华齐山康乐家园B区,[],商务住宅;住宅区;住宅小区,116.77018,40.01386,459981
4687,('116.750', '40.000'),港北村179号,燕顺路1876号,商务住宅;住宅区;住宅小区,116.75494,40.00834,151914
432,('116.350', '39.550'),雅阁庭院民宿(大兴机场店),礼贤镇东郏河街东三条7号,商务住宅;住宅区;住宅区,116.37088,39.55008,382979
1113,('116.350', '39.550'),鸿福吉祥居,刘田路与西郏河街南四条交叉口东北80米,商务住宅;住宅区;住宅小区,116.36160,39.55169,233556
1355,('116.450', '39.650'),青魏路137号,共产党员路与崔家庄东环路交叉口东60米,商务住宅;住宅区;住宅小区,116.46830,39.66085,547134
1356,('116.450', '39.650'),赵庄子西区2号院,魏善庄赵庄子村西区,商务住宅;住宅区;住宅小区,116.45565,39.65966,22202
